"","gene","family","variable","value"
"527","AaegOr49","OR","fe_rs",81.547108736225
"528","AaegOr98","OR","fe_rs",0
"529","AaegOr105","OR","fe_rs",0.0408030353843908
"530","AaegOr104","OR","fe_rs",0.025750503327725
"531","AaegOr127","OR","fe_rs",0
"532","AaegOr43","OR","fe_rs",0
"533","AaegOr28","OR","fe_rs",0.00903108364544155
"534","AaegOr101","OR","fe_rs",0
"535","AaegOr96","OR","fe_rs",0.0134812894883552
"536","AaegOr26","OR","fe_rs",0.0260321859407442
"537","AaegOr30","OR","fe_rs",0.00682180336130264
"538","AaegOr55","OR","fe_rs",0.904228614513301
"539","AaegOr47","OR","fe_rs",19.1787084797464
"540","AaegOr27","OR","fe_rs",0.059476069602082
"541","AaegOr50","OR","fe_rs",0.0939531337468026
"542","AaegOr56","OR","fe_rs",0.111048760889474
"543","AaegIr100e.2","IR","fe_rs",1.10166392145853
"544","AaegIr75l","IR","fe_rs",0.018437084886143
"545","AaegIr68a","IR","fe_rs",0.0910597056885314
"546","AaegOr95","OR","fe_rs",0.0263628846108925
"547","AaegIr7s.2","IR","fe_rs",0.948478072865514
"548","AaegIr7r.2","IR","fe_rs",3.06342375660854
"549","AaegIr64a","IR","fe_rs",0.143603485767214
"550","AaegOr59","OR","fe_rs",0.00672745365857253
"551","AaegOr13","OR","fe_rs",0.639393343518123
"552","AaegIr87a.2","IR","fe_rs",0.01975093466197
"553","AaegIr87a.1","IR","fe_rs",0
"554","AaegOr99","OR","fe_rs",0
"555","AaegIr75k.2","IR","fe_rs",0.63987203626909
"556","AaegIr75o","IR","fe_rs",2.08751512105249
"557","AaegOr52","OR","fe_rs",0.00685261558710412
"558","AaegOr11","OR","fe_rs",0.519566571809867
"559","AaegOr67","OR","fe_rs",0
"560","AaegOr85","OR","fe_rs",0
"561","AaegOr84","OR","fe_rs",0.0258317806093046
"562","AaegOr81","OR","fe_rs",4.35021484218248
"563","AaegOr80","OR","fe_rs",0.0554641362908805
"564","AaegOr109","OR","fe_rs",0.0121833271808526
"565","AaegOr31","OR","fe_rs",0.633955901985532
"566","AaegOr123","OR","fe_rs",0.00429358303854775
"567","AaegOr94","OR","fe_rs",0.106687193701457
"568","AaegOr128","OR","fe_rs",0.088473746686044
"569","AaegOr4","OR","fe_rs",5.31159069699364
"570","AaegOr6","OR","fe_rs",2.35152146800042
"571","AaegOr110","OR","fe_rs",0.0109831591678293
"572","AaegIr60a","IR","fe_rs",0.195526069298788
"573","AaegOr93","OR","fe_rs",0.0294454663335134
"574","AaegOr92","OR","fe_rs",0.00751142495163271
"575","AaegOr91","OR","fe_rs",0.0414872403919408
"576","AaegOr70","OR","fe_rs",0.011773043902502
"577","AaegIr100c.2","IR","fe_rs",0.187128760501478
"578","AaegIr100d","IR","fe_rs",0.0143238700813774
"579","AaegIr7n.2","IR","fe_rs",1.98701653147783
"580","AaegIr7y.2","IR","fe_rs",0.490450166901846
"581","AaegIr7v.3","IR","fe_rs",6.33753947835909
"582","AaegIr41i","IR","fe_rs",1.0716330025584
"583","AaegIr41a.1","IR","fe_rs",2.77386778718543
"584","AaegIr41e","IR","fe_rs",7.22359860420504
"585","AaegIr41p.2","IR","fe_rs",0.012320551198417
"586","AaegIr41g","IR","fe_rs",6.26806099996217
"587","AaegIr41k","IR","fe_rs",4.70716988133957
"588","AaegIr41d.3","IR","fe_rs",5.1287945649016
"589","AaegIr41n","IR","fe_rs",8.0702156225311
"590","AaegIr41j","IR","fe_rs",0.310006448063912
"591","AaegIr41d.1","IR","fe_rs",0.512166747343049
"592","AaegOr103","OR","fe_rs",0
"593","AaegOr48","OR","fe_rs",0.170905454055882
"594","AaegOr16","OR","fe_rs",0.291723088342786
"595","AaegOr19","OR","fe_rs",0.190526487494055
"596","AaegOr33","OR","fe_rs",0
"597","AaegOr2","OR","fe_rs",0.58173353737623
"598","AaegOr10","OR","fe_rs",0.0898047419294172
"599","AaegOr9","OR","fe_rs",0.0162925536470643
"600","AaegOr5","OR","fe_rs",1.05316801277616
"601","AaegOr12","OR","fe_rs",0.208023151276296
"602","AaegOr121","OR","fe_rs",0
"603","AaegOr122","OR","fe_rs",0.00467718206738854
"604","AaegOr25","OR","fe_rs",0.0426746850845601
"605","AaegOr66","OR","fe_rs",0
"606","AaegOr86","OR","fe_rs",0.121785771519574
"607","AaegIr75d","IR","fe_rs",0.0925068120172459
"608","AaegOr61","OR","fe_rs",0.0156260400887753
"609","AaegOr60","OR","fe_rs",0
"610","AaegIr76b","IR","ma_rs",17.674458527271
"611","AaegOr39","OR","ma_rs",0.292386950063132
"612","AaegOr124","OR","ma_rs",0
"613","AaegOr17","OR","ma_rs",0.108373363835447
"614","AaegOr36","OR","ma_rs",0.00473065027810115
"615","AaegOr35","OR","ma_rs",0
"616","AaegOr1","OR","ma_rs",0
"617","AaegIr92a","IR","ma_rs",2.43910820306983
"618","AaegOr107","OR","ma_rs",0.0252603713775971
"619","AaegOr79","OR","ma_rs",0.0752105392134674
"620","AaegOr76","OR","ma_rs",0.00440931453310483
"621","AaegOr75","OR","ma_rs",0
"622","AaegOr77","OR","ma_rs",0
"623","AaegOr78","OR","ma_rs",0.016667164554008
"624","AaegOr34","OR","ma_rs",0.223338253765255
"625","AaegOr37","OR","ma_rs",0.0241778716403032
"626","AaegIr8a","IR","ma_rs",0.184740801699772
"627","AaegOr69","OR","ma_rs",0
"628","AaegOr14","OR","ma_rs",0.821270466117939
"629","AaegOr15","OR","ma_rs",2.6298539559977
"630","AaegIr100c.1","IR","ma_rs",0.00780059435901675
"631","AaegIr25a","IR","ma_rs",104.332269019507
"632","AaegOr87","OR","ma_rs",0.0643853741321945
"633","AaegOr23","OR","ma_rs",0.0478391540391937
"634","AaegOr88","OR","ma_rs",0.020961628368546
"635","AaegOr126","OR","ma_rs",0
"636","AaegOr63","OR","ma_rs",0.125788321976284
"637","AaegOr89","OR","ma_rs",0.010629318015056
"638","AaegOr90","OR","ma_rs",0.169692028628082
"639","AaegOr42","OR","ma_rs",0
"640","AaegOr45","OR","ma_rs",0.0186321277567899
"641","AaegOr113","OR","ma_rs",0.0120576453101923
"642","AaegOr8","OR","ma_rs",16.6377278902822
"643","Ir_RU1","IR","ma_rs",0.124857826917601
"644","AaegOr7","OR","ma_rs",105.963494614017
"645","AaegOr40","OR","ma_rs",0
"646","AaegOr20","OR","ma_rs",0.0248888639345975
"647","AaegOr24","OR","ma_rs",0
"648","AaegOr21","OR","ma_rs",0
"649","AaegOr72","OR","ma_rs",0.00721800754821333
"650","AaegOr100","OR","ma_rs",0.0175534874703925
"651","AaegOr114","OR","ma_rs",0
"652","AaegOr115","OR","ma_rs",0.00745318311361258
"653","AaegOr41","OR","ma_rs",0.0189355514251166
"654","AaegOr119","OR","ma_rs",0
"655","AaegOr102","OR","ma_rs",0.0434582281705947
"656","AaegOr130","OR","ma_rs",0.0688630431855819
"657","AaegOr117","OR","ma_rs",0.0223930677860952
"658","AaegIr93a","IR","ma_rs",0.930923436640273
"659","AaegOr62","OR","ma_rs",0.917782112729189
"660","AaegIr7j","IR","ma_rs",0.274867437841945
"661","AaegIr7v.2","IR","ma_rs",4.0243582023229
"662","AaegIr7l","IR","ma_rs",1.04915019833191
"663","AaegIr7v.1","IR","ma_rs",3.70484667400763
"664","AaegOr97","OR","ma_rs",0
"665","AaegIr106.1","IR","ma_rs",0.089737110121471
"666","AaegIr7q.2","IR","ma_rs",4.99563919027667
"667","AaegIr7z.1","IR","ma_rs",4.26366228751646
"668","AaegIr41a.2","IR","ma_rs",2.72047508875478
"669","AaegIr41p.1","IR","ma_rs",3.34486936332186
"670","AaegIr41p.2","IR","ma_rs",0
"671","Ir_RU2","IR","ma_rs",1.17936377049924
"672","AaegIr41o","IR","ma_rs",5.13468473541549
"673","AaegIr7h.1","IR","ma_rs",0
"674","AaegIr31a","IR","ma_rs",0.00286540574534681
"675","AaegIr75k.3","IR","ma_rs",22.5217893435321
"676","AaegIr75k.1","IR","ma_rs",0.603331919085485
"677","AaegIr119","IR","ma_rs",0
"678","AaegOr68","OR","ma_rs",0.0229353053757535
"679","AaegOr73","OR","ma_rs",0
"680","AaegIr75i","IR","ma_rs",0.0449733667147733
"681","AaegIr120","IR","ma_rs",0.247313778912926
"682","AaegOr83","OR","ma_rs",0.744094680926338
"683","AaegOr82","OR","ma_rs",0.981352662420394
"684","AaegOr3","OR","ma_rs",0.0498719829065064
"685","AaegIr101","IR","ma_rs",0.0180906009329834
"686","AaegIr7r.1","IR","ma_rs",6.76886946587358
"687","AaegIr7z.2","IR","ma_rs",1.21361233725215
"688","AaegOr131","OR","ma_rs",0
"689","AaegOr71","OR","ma_rs",3.10607607955788
"690","AaegOr22","OR","ma_rs",0.447427737023931
"691","AaegOr44","OR","ma_rs",0.00373318744150058
"692","AaegOr129","OR","ma_rs",0
"693","AaegOr18","OR","ma_rs",0
"694","AaegOr108","OR","ma_rs",0
"695","AaegOr106","OR","ma_rs",0
"696","AaegOr57","OR","ma_rs",0.126541818326544
"697","AaegOr53","OR","ma_rs",0.167165588309766
"698","AaegOr51","OR","ma_rs",0.22454586143766
"699","AaegIr75e.3","IR","ma_rs",0.340911833068198
"700","AaegIr100c.1","IR","ma_rs",0.0212106751982519
"701","AaegOr64","OR","ma_rs",0.0154963288931804
"702","AaegOr118","OR","ma_rs",0
"703","AaegIr21a","IR","ma_rs",0.00309966425338417
"704","AaegOr116","OR","ma_rs",0.0158482339645554
"705","AaegIr107.1","IR","ma_rs",0.0156390148641329
"706","AaegOr120","OR","ma_rs",0
"707","AaegIr100a.2","IR","ma_rs",4.40322055332378
"708","AaegIr40a.2","IR","ma_rs",8.73244797990279
"709","AaegOr38","OR","ma_rs",0.113245585622667
"710","AaegIr40a","IR","ma_rs",0.500627733907485
"711","AaegOr111","OR","ma_rs",0.0167881369403096
"712","AaegOr112","OR","ma_rs",0
"713","AaegIr7h.2","IR","ma_rs",0
"714","AaegOr54","OR","ma_rs",0.00572359384397989
"715","AaegIr41d.2","IR","ma_rs",0.0499265370825865
"716","AaegIr75k.4","IR","ma_rs",0.212213949011484
"717","AaegOr65","OR","ma_rs",0.440837899429169
"718","AaegOr46","OR","ma_rs",4.20872084829212
"719","AaegIr7n.1","IR","ma_rs",0.507020054351993
"720","AaegIr7m.1","IR","ma_rs",3.41858720025354
"721","AaegIr7y.1","IR","ma_rs",0.232028658377646
"722","AaegIr7k.1","IR","ma_rs",1.548231979934
"723","AaegIr7q.1","IR","ma_rs",4.19153278509538
"724","AaegOr125","OR","ma_rs",0
"725","AaegOr74","OR","ma_rs",0.00560131492866068
"726","AaegOr58","OR","ma_rs",0.161506135149409
"727","AaegIr103","IR","ma_rs",0
"728","AaegIr100e.1","IR","ma_rs",1.50020628194835
"729","AaegIr100a.1","IR","ma_rs",1.01417529050838
"730","AaegOr49","OR","ma_rs",23.5546548388631
"731","AaegOr98","OR","ma_rs",0.00751559948352668
"732","AaegOr105","OR","ma_rs",0.0295121597929991
"733","AaegOr104","OR","ma_rs",0.00885883956770877
"734","AaegOr127","OR","ma_rs",0
"735","AaegOr43","OR","ma_rs",0
"736","AaegOr28","OR","ma_rs",0.0189034694231509
"737","AaegOr101","OR","ma_rs",0.00269972287848715
"738","AaegOr96","OR","ma_rs",0.00445542501188239
"739","AaegOr26","OR","ma_rs",0.02998565146903
"740","AaegOr30","OR","ma_rs",0
"741","AaegOr55","OR","ma_rs",0.801692193329675
"742","AaegOr47","OR","ma_rs",16.2820975742428
"743","AaegOr27","OR","ma_rs",0.139123989535969
"744","AaegOr50","OR","ma_rs",0.103645793327682
"745","AaegOr56","OR","ma_rs",0.0796871292373386
"746","AaegIr100e.2","IR","ma_rs",1.6689648690762
"747","AaegIr75l","IR","ma_rs",0.054584495710219
"748","AaegIr68a","IR","ma_rs",0.0591395093593574
"749","AaegOr95","OR","ma_rs",0.0282454671882368
"750","AaegIr7s.2","IR","ma_rs",0.699921726351303
"751","AaegIr7r.2","IR","ma_rs",3.28644664273139
"752","AaegIr64a","IR","ma_rs",0.144469249078597
"753","AaegOr59","OR","ma_rs",0
"754","AaegOr13","OR","ma_rs",0.349378295157246
"755","AaegIr87a.2","IR","ma_rs",0.0280932452309993
"756","AaegIr87a.1","IR","ma_rs",0.0128273096018102
"757","AaegOr99","OR","ma_rs",0.0106955164719848
"758","AaegIr75k.2","IR","ma_rs",0.644251754999778
"759","AaegIr75o","IR","ma_rs",1.70948496460721
"760","AaegOr52","OR","ma_rs",0
"761","AaegOr11","OR","ma_rs",0.162859513074859
"762","AaegOr67","OR","ma_rs",0.064442195844978
"763","AaegOr85","OR","ma_rs",0
"764","AaegOr84","OR","ma_rs",0.00288725127834818
"765","AaegOr81","OR","ma_rs",3.25637576284419
"766","AaegOr80","OR","ma_rs",0.0113361423528493
"767","AaegOr109","OR","ma_rs",0
"768","AaegOr31","OR","ma_rs",0.540846428099452
"769","AaegOr123","OR","ma_rs",0.04884502377967
"770","AaegOr94","OR","ma_rs",0.0853163215643332
"771","AaegOr128","OR","ma_rs",0.831663375189925
"772","AaegOr4","OR","ma_rs",4.79690300725192
"773","AaegOr6","OR","ma_rs",1.93891289572199
"774","AaegOr110","OR","ma_rs",0
"775","AaegIr60a","IR","ma_rs",0.372155574682709
"776","AaegOr93","OR","ma_rs",0
"777","AaegOr92","OR","ma_rs",0.00937123548128018
"778","AaegOr91","OR","ma_rs",0.0213691437292628
"779","AaegOr70","OR","ma_rs",0.00389086773297948
"780","AaegIr100c.2","IR","ma_rs",1.03072290243193
"781","AaegIr100d","IR","ma_rs",0.00315592605008336
"782","AaegIr7n.2","IR","ma_rs",1.29016645483727
"783","AaegIr7y.2","IR","ma_rs",0.00274428352181161
"784","AaegIr7v.3","IR","ma_rs",5.34567267978323
"785","AaegIr41i","IR","ma_rs",1.10828893090733
"786","AaegIr41a.1","IR","ma_rs",2.15774856740398
"787","AaegIr41e","IR","ma_rs",5.56630215602471
"788","AaegIr41p.2","IR","ma_rs",0
"789","AaegIr41g","IR","ma_rs",4.50226209350756
"790","AaegIr41k","IR","ma_rs",4.33441133923212
"791","AaegIr41d.3","IR","ma_rs",3.56043978897874
"792","AaegIr41n","IR","ma_rs",5.99224540124505
"793","AaegIr41j","IR","ma_rs",0.418668686247925
"794","AaegIr41d.1","IR","ma_rs",0.566450480868769
"795","AaegOr103","OR","ma_rs",0.0817701324954956
"796","AaegOr48","OR","ma_rs",0.128840852997834
"797","AaegOr16","OR","ma_rs",0.271820105394613
"798","AaegOr19","OR","ma_rs",0.347500843562587
"799","AaegOr33","OR","ma_rs",0
"800","AaegOr2","OR","ma_rs",0.329740773949969
"801","AaegOr10","OR","ma_rs",0.315293608995409
"802","AaegOr9","OR","ma_rs",0.0107690367585783
"803","AaegOr5","OR","ma_rs",0.114699461530345
"804","AaegOr12","OR","ma_rs",0.0792631311629843
"805","AaegOr121","OR","ma_rs",0
"806","AaegOr122","OR","ma_rs",0.0364026370870911
"807","AaegOr25","OR","ma_rs",0.00800093928190147
"808","AaegOr66","OR","ma_rs",0
"809","AaegOr86","OR","ma_rs",0.0914862906531585
"810","AaegIr75d","IR","ma_rs",0.142488177559631
"811","AaegOr61","OR","ma_rs",0.440660947309292
"812","AaegOr60","OR","ma_rs",0
