"","Row.names","vectorbase.RU","display.name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","gene10134","AAEL006802","",309.078991603523,-0.795043100791719,0.185598468931591,-4.28367273377003,1.83833255903946e-05,0.00270063867780991
"2","gene10182","AAEL004530","",553.286048825231,0.523873560909284,0.134284338187172,3.90122606985696,9.57067199822841e-05,0.00846322876370931
"3","gene10232","AAEL003569","",3588.9542050243,0.192060090679312,0.0495186179565892,3.87854303299988,0.000105083939644715,0.00891875183258983
"4","gene1037","AAEL006734","",2547.30036794996,0.376711722099636,0.0799069369682262,4.71438070826605,2.42446990913625e-06,0.000629297774951901
"5","gene10710","AAEL005964","",13386.6000672948,-0.569785775344121,0.144656677351682,-3.93888333242222,8.18617220924292e-05,0.00775621802032401
"6","gene10717","AAEL005969","",193.407102118423,0.805214340610997,0.185998853827642,4.32913603519922,1.49695448606191e-05,0.00243649939567721
"7","gene10780","AAEL010724","",2734.94255266554,-0.552500654101928,0.114900363837396,-4.80851962212942,1.5205210592876e-06,0.000490345003422383
"8","gene11024","AAEL005553","",675.36173738533,0.783333615882425,0.182938049726236,4.28196111773724,1.85253357902766e-05,0.00270063867780991
"9","gene1156","AAEL006519","",7120.18898920384,0.32552998203148,0.0533120262047904,6.10612661355252,1.02078041716877e-09,1.81052419991835e-06
"10","gene1163","AAEL013145","",241.338569390528,-0.981588366528376,0.244313379292421,-4.01774298800682,5.8758232938954e-05,0.00619113975184504
"11","gene11796","AAEL018266","",9916.45682033245,0.416163089392407,0.0952761566049967,4.36796680535475,1.2540854788265e-05,0.00217598670885805
"12","gene12120","AAEL002932","",413.22895507076,0.988508138640772,0.196365005209631,5.03403413243355,4.80264102054579e-07,0.000212957107252701
"13","gene12157","AAEL018061","",16025.2814587357,0.661638527219343,0.143864644022457,4.599034958972,4.24452558632018e-06,0.000961068963608923
"14","gene12239","AAEL001200","",2661.03387955821,0.279089479382624,0.0695453370975506,4.01305811475395,5.99371494718162e-05,0.00625344259489282
"15","gene12250","AAEL001206","",19060.8119490464,0.282490637046132,0.0598195715046374,4.72237814381924,2.33102756553204e-06,0.000625136675586034
"16","gene12293","AAEL004500","",719729.177933314,0.369918863311785,0.0852716273823981,4.33812364871254,1.43704304410493e-05,0.00238953313677573
"17","gene12335","AAEL015445","",400.413646183364,-0.941414457613784,0.195372691363156,-4.81855704113681,1.44600187149104e-06,0.00048088599738774
"18","gene12388","AAEL009859","",55819.9044229493,0.275805276274001,0.0623374739539198,4.42438967735327,9.67153113475277e-06,0.00180569183045682
"19","gene12551","AAEL014702","",7469.11967944842,0.271736529361886,0.0610143461723117,4.45364977925799,8.44227665309585e-06,0.00160433407396868
"20","gene12567","AAEL008250","",2129.06969657296,-0.386076455324082,0.0737701230626318,-5.23350699844026,1.66323706134426e-07,0.00011062605504266
"21","gene12570","AAEL008248","",18473.8339170768,0.350436155097458,0.0769559524365145,4.55372383814694,5.27045353674473e-06,0.00112176333076075
"22","gene12652","AAEL006667","",3313.04600116254,-0.487391590919643,0.103244392715554,-4.72075604398628,2.34969620592382e-06,0.000625136675586034
"23","gene12763","AAEL001848","",7209.28545386934,-0.268056177464414,0.0646334554116429,-4.14732858946185,3.36377132199103e-05,0.00397747271206983
"24","gene12768","AAEL001876","",1415.21306529442,-0.409229641869224,0.0891063482013948,-4.59259805984079,4.37761699448635e-06,0.000970554167819245
"25","gene12779","AAEL002691","",6478.12062508598,0.1864596859523,0.0441521945211634,4.22311253097339,2.40951437254197e-05,0.00316568542624589
"26","gene12877","AAEL003829","",26068.3237409179,0.357826148771557,0.0855261398990595,4.18382203609182,2.86648541625143e-05,0.0036315640237795
"27","gene12915","AAEL003853","",2626.76679463213,0.394289466430109,0.101130946011873,3.89880132619168,9.66700490628596e-05,0.00846322876370931
"28","gene1299","AAEL002228","",140.995776666829,1.79405015597741,0.218729659186735,8.20213483003594,2.36155214553735e-16,1.25658189664042e-12
"29","gene12994","AAEL001516","",7250.64391792232,0.304682547439741,0.0740285491380697,4.11574387161744,3.8593269051355e-05,0.00436925073664382
"30","gene13008","AAEL012939","",25836.3790988737,-0.472882541586603,0.120802321048283,-3.91451536264438,9.05859704037502e-05,0.00816967982301287
"31","gene13010","AAEL012941","",334.984371320364,0.83430262001722,0.217249398297576,3.84029887564724,0.000122884612698066,0.00975923916666281
"32","gene13049","AAEL006106","AaegObp26",3290.01078655201,-1.12644091232065,0.252260917831223,-4.46538021824809,7.99266799027251e-06,0.00154650859549964
"33","gene13330","AAEL006439","",125904.615603802,-0.342287598735937,0.0816305709642034,-4.19313003318373,2.75131625458066e-05,0.00352765151581294
"34","gene13350","AAEL010450","",2534.04218077391,0.179276706734541,0.0458025781319627,3.91411824500409,9.07351660579543e-05,0.00816967982301287
"35","gene13395","AAEL012183","",1710.99607089297,-0.919366756942338,0.230338677959655,-3.99136942647283,6.5692854622345e-05,0.00672214768164419
"36","gene13516","AAEL009547","",9184.28647824156,0.382046965463018,0.0918537423325284,4.15929667927882,3.19229038626727e-05,0.00395027375472748
"37","gene13863","AAEL002141","",4348.43134685398,0.614026763655274,0.126922447638144,4.83781060861561,1.31277138144199e-06,0.000465683768043521
"38","gene13981","AAEL000802","",3874.34210623624,0.328442618610156,0.0760215141638847,4.32039038188729,1.55753413067832e-05,0.00243649939567721
"39","gene14018","AAEL000804","",46922.0054798828,0.308296084516642,0.0698033929274849,4.41663465896155,1.002494575146e-05,0.00183940470150064
