"","Row.names","vectorbase.RU","display.name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","gene10000","AAEL009664","",1106.67733261302,-0.509079750051169,0.12282322446967,-4.14481668470512,3.40085661756309e-05,0.00077463956288937
"2","gene10003","AAEL009667","",58.9374350406038,-0.633480487328454,0.167774574179469,-3.77578360980262,0.000159505420625502,0.00303291466464723
"3","gene10042","AAEL002107","",5569.47273445762,-0.361802421632479,0.0882412076721204,-4.1001526517728,4.12877704511017e-05,0.000925975296270862
"4","gene10054","AAEL002088","",8805.61242141752,0.222407344983905,0.0647608789340858,3.43428546129328,0.000594118163529002,0.00941404626268178
"5","gene10070","AAEL014762","",9110.90218229601,-0.324110657573305,0.0631161157888406,-5.1351489793453,2.81920608894409e-07,1.12768243557764e-05
"6","gene10075","AAEL018268","",2894.81785533946,0.331153599125493,0.0842213756177914,3.93194241600036,8.42622521667961e-05,0.00173824017048485
"7","gene10084","AAEL006359","",115.906115779739,-0.651603154679171,0.182393040760999,-3.57252202145699,0.000353559741043837,0.00595469037547515
"8","gene10086","AAEL006361","",66.5204889288617,-0.913296904471817,0.210060434179235,-4.34778166597781,1.37521401301867e-05,0.000359418483083765
"9","gene1009","AAEL006753","",6746.85191975147,-0.257227033346017,0.0745070486918892,-3.45238521538726,0.000555653832772149,0.00883709164467664
"10","gene10090","AAEL006355","",146.128081094443,-0.957363016592289,0.165689748318403,-5.77804617550954,7.5573070335251e-09,4.06360115901022e-07
"11","gene10112","AAEL006815","",2048.1553793315,-0.467853420392055,0.088533253269368,-5.28449371411419,1.26052877046953e-07,5.31772908956922e-06
"12","gene10121","AAEL006798","",294.508261528896,-0.86751185588978,0.104494589204109,-8.30197871963751,1.02391550307419e-16,1.34185261915949e-14
"13","gene10124","AAEL006793","",9239.51331965973,-0.801382480263635,0.113956557906782,-7.03235070437258,2.03082561110797e-12,1.82496109710525e-10
"14","gene10138","AAEL006787","",493.810734572304,-0.321081608270042,0.0879051432217133,-3.65259183367933,0.000259606707998508,0.00454744994518081
"15","gene10144","AAEL018030","",2948.66530690754,-0.490373603217829,0.102585115236542,-4.78016330231848,1.75152864766144e-06,5.72176533926206e-05
"16","gene10146","AAEL007590","",134.596214696867,-4.57465208752963,0.210907887743277,-21.6902844956564,2.5341512372935e-104,1.10826880777636e-100
"17","gene10155","AAEL007593","",1409.8855947886,-0.442081330137689,0.102247832717131,-4.32362543429853,1.53485804732815e-05,0.000396404283089474
"18","gene10159","AAEL007599","",1825.27369156866,-5.7545198856397,0.19313989816585,-29.7945682911061,4.59377680301928e-195,6.02703516556129e-191
"19","gene10161","AAEL007585","",2254.45342112965,-4.33791217876911,0.218147572357012,-19.8852186705514,5.4643556855493e-88,1.79230866486017e-84
"20","gene10175","AAEL004513","",439.032593931382,-1.07893855674545,0.108334198052013,-9.95935333575303,2.2955092655961e-23,5.79174645473478e-21
"21","gene10178","AAEL004524","",2199.4786530875,1.17124089868722,0.111336121886151,10.5198643427233,6.99742592443563e-26,2.13502856113013e-23
"22","gene10180","AAEL004518","",808.748432496763,0.386332568134863,0.0895327892162751,4.31498416967262,1.59614340804414e-05,0.000408724365564364
"23","gene10189","AAEL004532","",3286.72765626342,-0.325582060763123,0.0644545625223732,-5.05134234136036,4.3871596543914e-07,1.65400961682802e-05
"24","gene10190","AAEL004529","",1671.54704378345,-0.673403747157064,0.0830856759758861,-8.1049319181384,5.27750609738449e-16,6.41119259237819e-14
"25","gene10222","AAEL003565","",47.3028370000583,0.857392539309367,0.218927457817356,3.91633168291142,8.99065343529952e-05,0.00184020862825475
"26","gene10235","AAEL012776","",70.2055375234752,-1.44013837566664,0.207671184645942,-6.93470487069224,4.0707008463616e-12,3.51365757264896e-10
"27","gene10238","AAEL012782","",411.606930426003,-0.43471063225001,0.103543101177319,-4.19835437906735,2.68861657950539e-05,0.000637877929893504
"28","gene10242","AAEL012777","",524.950507358834,-0.489575761371068,0.114627317483433,-4.27102170860648,1.94579464272696e-05,0.00048532507632348
"29","gene1029","AAEL006752","",1895.65538474624,0.414717972034813,0.0728329116530898,5.69410123283489,1.24023485373509e-08,6.40625247283637e-07
"30","gene10295","AAEL010125","",457.89581687683,-0.75813262260867,0.20089036962323,-3.77386245060203,0.000160739407468531,0.00305195517508991
"31","gene10301","AAEL010128","",78.7556232096923,1.37136486174707,0.216461160972259,6.33538532080041,2.36748852522912e-10,1.61778382557323e-08
"32","gene10344","AAEL004284","",4109.27427350106,-0.485884805255557,0.108134571979763,-4.49333452160414,7.0116509979798e-06,0.000199550674823199
"33","gene10345","AAEL004273","",4865.80443193308,-1.70164833453034,0.151045293499348,-11.2658150089111,1.93552756750615e-29,6.86327613126505e-27
"34","gene10353","AAEL004299","",3988.21351463943,-0.310494354254348,0.0714101707675189,-4.34804105517666,1.37358895760511e-05,0.000359418483083765
"35","gene10356","AAEL004281","",533.770417359088,-1.56266106976375,0.171818565340386,-9.09483248604712,9.47323900461726e-20,1.67957967216998e-17
"36","gene1037","AAEL006734","",2250.17951584134,-0.303253850671452,0.062210463883814,-4.87464377757764,1.0900497140459e-06,3.71466292163174e-05
"37","gene10399","AAEL006224","",4949.38231919362,-0.464110557086286,0.0756632255477226,-6.13389865058768,8.57511597092377e-10,5.38303930806315e-08
"38","gene10409","AAEL001392","",55.0841874192091,-1.32152299040018,0.220970552735545,-5.9805389181506,2.22400580319677e-09,1.29110425389122e-07
"39","gene10449","AAEL009043","",16681.3425136058,0.328835159160107,0.0962028986445686,3.41814190417507,0.000630502248960784,0.00991869245367564
